,sms,spam/ham_spam
4985,a xma reward is wait for you our comput ha randomli pick you from our loyal mobil custom to receiv a reward just call,1
4986,just tri to figur out when i m suppos to see a coupl differ peopl thi week we said we d get togeth but i didn t set date,0
4987,import messag thi is a final contact attempt you have import messag wait out our custom claim dept expir call now,1
4988,hi mom we might be back later than lt gt,0
4989,date i have had two of these onli start after i sent a text to talk sport radio last week ani connect do you think or coincid,1
4990,lol oh you got a friend for the dog,0
4991,ok is ani problem to u frm him wat matter,0
4992,k i ll head out in a few min see you there,0
4993,i don t want you to leav but i m bare do what i can to stay sane fight with you constantli isn t help,0
4994,the current lead bid is to paus thi auction send out custom care,1
4995,free entri to the gr prize wkli comp a chanc to win the latest nokia psp or cash everi wk txt great to http www gr prize com,1
4996,somebodi set up a websit where you can play hold em use eve onlin spacebuck,0
4997,it sunni in california the weather s just cool,0
4998,you have new messag call,1
4999,i can make it up there squeez lt gt buck out of my dad,0
5000,good day to you too pray for me remov the teeth as it pain maintain other stuff,0
5001,how are you babe hope your do ok i had a shit night sleep i fell asleep at i m knacker and i m dread work tonight what are thou upto tonight x,0
5002,how do friend help us in problem they give the most stupid suggest that land us into anoth problem and help us forgt the previou problem,0
5003,i will be gentl babi soon you will be take all lt gt inch deep insid your tight pussi,0
5004,not much no fight it wa a good nite,0
5005,nt joke serious i told,0
5006,watch ajith film ah,0
5007,ooooooh i forgot to tell u i can get on yovil on my phone,0
5008,all done all hand in don t know if mega shop in asda count as celebr but that what i m do,0
5009,i dont know exactli could you ask chechi,0
5010,dunno lei shd b drive lor co i go sch hr oni,0
5011,as in i want custom offic discount oh,0
5012,that s necessarili respect,0
5013,hi hope you had a good day have a better night,0
5014,and he s appar bff with carli quick now,0
5015,hard but true how much you show amp express your love to someon that much it will hurt when they leav you or you get seper ud even,0
5016,babe i think i got ur brolli i left it in english wil bring it in mrw u luv franxx,0
5017,hi babe it me thank for come even though it didnt go that well i just want my bed hope to see you soon love and kiss xxx,0
5018,so gd got free ice cream i oso wan,0
5019,pl give her prometazin syrup ml then lt gt min later feed,0
5020,so how mani day sinc then,0
5021,dear are you angri i wa busi dear,0
5022,yup he msg me is tat yiju then i tot it s my group mate co we meet today mah i m askin if leav earlier or wat mah co mayb haf to walk v far,0
5023,are you in the pub,0
5024,there is a first time for everyth,0
5025,daddi shu shu is look u u wan me tell him u re not in singapor or wat,0
5026,i ask if u meet da ge tmr nite,0
5027,gr so how do you handl the victoria island traffic plu when s the album due,0
5028,nite nite pocay wocay luv u more than n e thing eva i promis ring u morrowxxxx,0
5029,east coast,0
5030,you should get more chicken broth if you want ramen unless there s some i don t know about,0
5031,my slave i want you to take or pictur of yourself today in bright light on your cell phone bright light,0
5032,nope i just forgot will show next week,0
5033,so how are you realli what are you up to how s the master and so on,0
5034,i m at bruce amp fowler now but i m in my mom s car so i can t park long stori,0
5035,i dont know oh hope thi month,0
5036,hi elain is today s meet confirm,0
5037,ok k sri i knw siva tat y i askd,0
5038,u horribl gal u knew dat i wa go out wif him yest n u still come n ask me,0
5039,oh yeah and my diet just flew out the window,0
5040,santa call would your littl one like a call from santa xma eve call to book your time,1
5041,you didnt complet your gist oh,0
5042,er yeah i will b there at sorri just tell me which pub cafe to sit in and come wen u can,0
5043,if you can make it ani time tonight or whenev you can it s cool just text me whenev you re around,0
5044,if i wa i wasn t pay attent,0
5045,thanx a lot ur help,0
5046,you re gonna have to be way more specif than that,0
5047,jesu armand realli is tri to tell everybodi he can find,0
5048,i m wif him now buy tix lar,0
5049,mode men or have you left,0
5050,am slow in use biola s fne,0
5051,what are youdo later sar xxx,0
5052,hey i ve book the lesson on sun liao,0
5053,thank you do you gener date the brotha,0
5054,by the way make sure u get train to worc foreg street not shrub hill have fun night x,0
5055,i thought i d get him a watch just co that the kind of thing u get an th and he love so much,0
5056,you have won a guarante award or mayb even cash to claim ur award call free on it a legitimat efreefon number wat do u think,1
5057,good morn at the repair shop the onli reason i m up at thi hour,0
5058,and that s fine i got enough bud to last most of the night at least,0
5059,i am back good journey let me know if you need ani of the receipt shall i tell you like the pendent,0
5060,so that take away some money worri,0
5061,aight we can pick some up you open befor tonight,0
5062,latest news polic station toilet stolen cop have noth to go on,1
5063,sac need to carri on,0
5064,just sing hu i think it also import to find someon femal that know the place well prefer a citizen that is also smart to help you navig through even thing like choos a phone plan requir guidanc when in doubt ask especi girl,0
5065,what hello wat talk email address,0
5066,except there a chick with huge boob,0
5067,im just wonder what your do right now,0
5068,wish you a beauti day each moment reveal even more thing to keep you smile do enjoy it,0
5069,for the most sparkl shop break from per person call or visit www shortbreak org uk,1
5070,if you hear a loud scream in about lt gt minut it caus my gyno will be shove thing up me that don t belong,0
5071,ok i thk i got it then u wan me come now or wat,0
5072,txt call to no claim your reward of hour talk time to use from your phone now subscrib gbp mnth inc hr stop txtstop www gamb tv,1
5073,u goin out nite,0
5074,i will treasur everi moment we spend togeth,0
5075,shall i bring us a bottl of wine to keep us amus onli joke i ll bring one anyway,0
5076,http tm widel com index wml id ad a first true c c rington,1
5077,urgent last weekend s draw show that you have won cash or a spanish holiday call now to claim t c rstm sw ss ppm,1
5078,i thought slide is enough,0
5079,well obvious not becaus all the peopl in my cool colleg life went home,0
5080,ok lor reach then messag me,0
5081,where s mummi s boy is he be good or bad is he be posit or neg whi is mummi be made to wait hmmmm,0
5082,dhoni have luck to win some big titl so we will win,0
5083,ye princess i want to pleas you everi night your wish is my command,0
5084,no probabl lt gt,0
5085,realli do hope the work doesnt get stress have a gr day,0
5086,have you seen who s back at holbi,0
5087,shall call now dear have food,0
5088,urgent we are tri to contact you last weekend draw show u have won a prize guarante call claim code k valid hr p pm,1
5089,so li hai me bore now da lectur repeat last week stuff wast time,0
5090,and pick them up from variou point go yeovil and they will do the motor project hour and then u take them home max veri easi,0
5091,also fuck you and your famili for go to rhode island or wherev the fuck and leav me all alon the week i have a new bong gt,0
5092,ofcours i also upload some song,0
5093,p per min to call germani from your bt line just p per min check planettalkinst com for info t s c s text stop to opt out,1
5094,oh thank a lot i alreadi bought egg,0
5095,u studi in sch or go home anyway i ll b go sch later,0
5096,marvel mobil play the offici ultim spider man game on ur mobil right now text spider to for the game we ll send u a free ball wallpap,1
5097,i think if he rule tamilnadu then it veri tough for our peopl,0
5098,cool we shall go and see have to go to tip anyway are you at home got someth to drop in later so let go to town tonight mayb mum can take us in,0
5099,good afternoon my love how goe your day how did you sleep i hope your well my boytoy i think of you,0
5100,ye i trust u to buy new stuff asap so i can tri it out,0
5101,whi did i wake up on my own gt,0
5102,now get step outta the way congrat again,0
5103,love ha one law make happi the person you love in the same way friendship ha one law never make ur friend feel alon until you are aliv gud night,0
5104,privat your account statement for show un redeem s i m point call identifi code expir,1
5105,apo all other are mokka player onli,0
5106,perhap is much easi give your account identif so i will tomorrow at uni,0
5107,wait i will msg after lt gt min,0
